Date-Time,Température à 500hPa (K),Température à 1000hPa (K)
2022-08-15 00:00:00,262.76871748827585,293.33970752479905
2022-08-15 01:00:00,262.6518840069442,293.0587820753051
2022-08-15 02:00:00,262.9735042645425,292.4628000469393
2022-08-15 03:00:00,263.2439278280741,292.3223373221923
2022-08-15 04:00:00,263.0785231241664,292.2251948770402
2022-08-15 05:00:00,262.89867832706045,292.15955808977526
2022-08-15 06:00:00,262.813350503616,292.25276232769147
2022-08-15 07:00:00,262.87636181939035,293.5353051508486
2022-08-15 08:00:00,262.8120377678707,296.35899973898677
2022-08-15 09:00:00,262.5626179762639,298.48169343913526
2022-08-15 10:00:00,262.5823090124434,300.66608571931283
2022-08-15 11:00:00,261.922002932558,301.8869299624409
2022-08-15 12:00:00,261.5071784370435,302.68376055983737
2022-08-15 13:00:00,261.30895533950337,303.15503269239974
2022-08-15 14:00:00,261.38903221996657,303.4188925772048
2022-08-15 15:00:00,261.6397647473187,303.5764208666407
2022-08-15 16:00:00,261.70146332734777,303.2416732515895
2022-08-15 17:00:00,261.8996864248879,302.7848412122254
2022-08-15 18:00:00,261.86555529551015,302.17573182640666
2022-08-15 19:00:00,261.83798784485884,301.6322592278529
2022-08-15 20:00:00,261.6463284260452,301.0940375722803
2022-08-15 21:00:00,261.2210020445683,300.5453140307453
2022-08-15 22:00:00,261.8681807670007,298.7376769094686
2022-08-15 23:00:00,261.6502666332811,298.52107551149425
2022-08-16 00:00:00,261.2525077024555,298.37142363653015
2022-08-16 01:00:00,261.3929704272025,298.0799963010738
2022-08-16 02:00:00,261.1593034645393,297.72818312133364
2022-08-16 03:00:00,260.92694923762133,297.4196902211884
2022-08-16 04:00:00,260.8665633933376,297.06787704144824
2022-08-16 05:00:00,260.55019407872055,296.8171445140961
2022-08-16 06:00:00,261.6528921047717,296.7672605557748
2022-08-16 07:00:00,261.9521958546999,296.2644827653252
2022-08-16 08:00:00,261.61219729666743,298.3845509939831
2022-08-16 09:00:00,261.2748242101256,300.10423482032485
2022-08-16 10:00:00,260.24038844282995,300.6385182686615
2022-08-16 11:00:00,260.5672596434094,301.1833036029606
2022-08-16 12:00:00,261.2656350599085,301.7412162947127
2022-08-16 13:00:00,261.44154164977857,301.9538794854511
2022-08-16 14:00:00,261.56100060260076,302.0418327803862
2022-08-16 15:00:00,261.4769855149016,302.1665426761896
2022-08-16 16:00:00,261.14880157857687,302.35426388776733
2022-08-16 17:00:00,260.8967563154795,302.17967003364254
2022-08-16 18:00:00,261.2643223241632,301.8554243045537
2022-08-16 19:00:00,262.4260934587528,301.4734182026717
2022-08-16 20:00:00,263.28199716468777,301.0310262565059
2022-08-16 21:00:00,263.6075556295219,300.62539091120857
2022-08-16 22:00:00,263.998750881621,298.7258622877609
2022-08-16 23:00:00,263.55373346396465,298.2834703415951
2022-08-17 00:00:00,263.54191884225696,297.96710102697807
2022-08-17 01:00:00,263.6285594014467,297.70324114217294
2022-08-17 02:00:00,263.56423534992706,297.47351238674565
2022-08-17 03:00:00,263.5996792150501,297.27660202495076
2022-08-17 04:00:00,263.56554808567233,297.1098845852978
2022-08-17 05:00:00,263.5826136503612,297.01668034738157
2022-08-17 06:00:00,263.67713062402277,297.01405487589096
2022-08-17 07:00:00,263.871415514327,297.45907229354737
2022-08-17 08:00:00,263.9790598454415,298.9477146287164
2022-08-17 09:00:00,264.1273989846603,299.98608860324794
2022-08-17 10:00:00,264.1457772850945,300.78685740788035
2022-08-17 11:00:00,264.5369725371936,301.5508696116443
2022-08-17 12:00:00,264.64067866107223,302.35688935925793
2022-08-17 13:00:00,264.99511731230297,303.01194449616213
2022-08-17 14:00:00,265.5858483976875,303.40970342698773
2022-08-17 15:00:00,265.6777398998584,303.62761756070734
2022-08-17 16:00:00,265.5648446257627,303.66306142583045
2022-08-17 17:00:00,265.592412076414,303.3742595618647
2022-08-17 18:00:00,265.56615736150803,303.02244638212454
2022-08-17 19:00:00,265.52152434616784,302.67850961685616
2022-08-17 20:00:00,265.3390540775713,302.3096308724272
2022-08-17 21:00:00,264.9465460897269,302.0090143867537
2022-08-17 22:00:00,264.74701025644146,300.32477442553505
2022-08-17 23:00:00,265.09751070043626,300.12392585650434
2022-08-18 00:00:00,265.0397503276431,299.97164851004965
2022-08-18 01:00:00,265.1723366379183,299.84168767126505
2022-08-18 02:00:00,265.1500201302482,299.94408105939834
2022-08-18 03:00:00,265.8943412978328,299.8351239925385
2022-08-18 04:00:00,265.3613705852414,299.7694872052736
2022-08-18 05:00:00,263.7270145823441,299.8666296504257
2022-08-18 06:00:00,265.09225975745505,300.0530381262582
2022-08-18 07:00:00,265.9796691212772,299.86137870744454
2022-08-18 08:00:00,265.15133286599354,301.6887068649007
2022-08-18 09:00:00,263.8884810790159,303.4044524840065
2022-08-18 10:00:00,264.23110510853894,304.5872273905209
2022-08-18 11:00:00,264.5277833869765,305.7752532400165
2022-08-18 12:00:00,264.0355074824894,306.54189091527115
2022-08-18 13:00:00,263.52616601331334,307.1562512440711
2022-08-18 14:00:00,263.43558724688774,307.65640356303004
2022-08-18 15:00:00,264.8874729811884,308.0160931572419
2022-08-18 16:00:00,265.4808295380636,307.97933655637354
2022-08-18 17:00:00,264.05651125441415,307.5330064029719
2022-08-18 18:00:00,262.7135825869733,307.0131630478335
2022-08-18 19:00:00,263.9029211722142,306.67185175405575
2022-08-18 20:00:00,265.39156350738324,306.53663997228995
2022-08-18 21:00:00,264.968862597397,306.39617724754294
2022-08-18 22:00:00,262.9826934147596,304.1868429882047
2022-08-18 23:00:00,261.7802274720657,303.5488534159894
2022-08-19 00:00:00,261.30764260375804,303.90591753871075
2022-08-19 01:00:00,262.5928108984058,303.86390999486116
2022-08-19 02:00:00,263.4001433817647,303.50290766490394
2022-08-19 03:00:00,263.4775947907373,302.9397440301707
2022-08-19 04:00:00,262.9511877568724,302.56298887126985
2022-08-19 05:00:00,263.0890250101288,302.6640695236579
2022-08-19 06:00:00,263.41195800347236,302.72839357517756
2022-08-19 07:00:00,263.4841584694638,302.75989923306474
2022-08-19 08:00:00,263.1100287820536,304.21309770311075
2022-08-19 09:00:00,262.6584476856707,306.5090725216387
2022-08-19 10:00:00,264.1956612434159,304.57410003306796
2022-08-19 11:00:00,262.3814604434126,304.31549109124404
2022-08-19 12:00:00,263.1572872688844,304.47039390918934
2022-08-19 13:00:00,263.82940797047746,305.88814851411223
2022-08-19 14:00:00,262.431344401734,306.3502314964575
2022-08-19 15:00:00,262.64269485672713,306.39617724754294
2022-08-19 16:00:00,263.42639809667065,306.26752914450367
2022-08-19 17:00:00,263.8963574934877,305.89602492858404
2022-08-19 18:00:00,264.09589332677314,305.72405654594985
2022-08-19 19:00:00,263.65218864486206,305.5350225986268
2022-08-19 20:00:00,262.5508033545562,305.2672245065858
2022-08-19 21:00:00,261.8865590674349,304.5649108828509
2022-08-19 22:00:00,262.01258169898364,304.83795991787304
2022-08-19 23:00:00,261.33258458291874,303.76808028545435
2022-08-20 00:00:00,261.31551901822985,302.9371185586801
2022-08-20 01:00:00,262.1294151803152,302.2085502200391
2022-08-20 02:00:00,262.163546309693,301.12291775867686
2022-08-20 03:00:00,262.5311123183767,298.6982948371096
2022-08-20 04:00:00,262.5297995826314,297.5286472880482
2022-08-20 05:00:00,262.76871748827585,297.1138227925337
2022-08-20 06:00:00,262.3131981846571,296.93397799542777
2022-08-20 07:00:00,261.6752086124418,297.08231713464653
2022-08-20 08:00:00,261.53343315194945,297.650731712361
2022-08-20 09:00:00,261.5938189962332,297.7465614217678
2022-08-20 10:00:00,263.744080147033,299.4819980770531
2022-08-20 11:00:00,263.97118343096975,299.38223016041036
2022-08-20 12:00:00,263.41195800347236,299.2365164926822
2022-08-20 13:00:00,263.65218864486206,299.472808926836
2022-08-20 14:00:00,263.10477783907237,300.09635840585304
2022-08-20 15:00:00,262.75821560231344,300.71465694188885
2022-08-20 16:00:00,262.35914393574257,300.36021829065817
2022-08-20 17:00:00,262.3355146923272,299.8430004070103
2022-08-20 18:00:00,262.2593760190998,299.30215327994716
2022-08-20 19:00:00,262.48122836005535,298.6746655936942
2022-08-20 20:00:00,262.5416142043391,298.13775667386693
2022-08-20 21:00:00,262.37620950043146,297.3540534339234
2022-08-20 22:00:00,262.3026962986947,294.64325411988096
2022-08-20 23:00:00,262.62825476352884,294.31375744781093
2022-08-21 00:00:00,261.4979892868264,294.0656503919494
2022-08-21 01:00:00,261.34965014760763,293.91862398847593
2022-08-21 02:00:00,261.6437029545546,293.8162306003426
2022-08-21 03:00:00,262.10053499391864,293.5786254304435
2022-08-21 04:00:00,262.0270217921819,293.392216954611
2022-08-21 05:00:00,261.8393005806041,293.1414844272589
2022-08-21 06:00:00,261.7408453997067,293.26881979455294
2022-08-21 07:00:00,261.6620812549888,293.8516744654657
2022-08-21 08:00:00,261.69883785585716,294.37808149933056
2022-08-21 09:00:00,261.6450156902999,295.48077952538176
2022-08-21 10:00:00,258.81738289492586,294.985878149404
